Afghanistan,Andkh�y,36.9500,65.1167
Afghanistan,Asad�b�d,34.8742,71.1528
Afghanistan,Aībak,36.2653,68.0167
Afghanistan,Baghl�n,36.1328,68.7000
Afghanistan,Bagr�mī,34.4911,69.2756
Afghanistan,Balkh,36.7581,66.8981
Afghanistan,Barakī,33.9333,68.9167
Afghanistan,Barakī Barak,33.9692,68.9447
Afghanistan,B�l� K�h,36.5753,66.8203
Afghanistan,B�my�n,34.8250,67.8333
Afghanistan,B�z�r-e Yak�wlang,34.7333,66.9667
Afghanistan,B�z�rak,35.3128,69.5158
Afghanistan,Ch�rīk�r,35.0131,69.1689
Afghanistan,Chīchkah,37.0706,69.2983
Afghanistan,Deh-e Shū,30.4344,63.3183
Afghanistan,Far�h,32.3436,62.1194
Afghanistan,Fayr�z K�h,34.5225,65.2517
Afghanistan,Faīẕ�b�d,37.1166,70.5800
Afghanistan,Gardēz,33.6000,69.2169
Afghanistan,Ghaznī,33.5492,68.4233
Afghanistan,Gh�riy�n,34.3400,61.4700
Afghanistan,Gūd�rah,34.8169,69.0878
Afghanistan,Haskah Mēnah,34.1000,70.4667
Afghanistan,Her�t,34.3419,62.2031
Afghanistan,Im�m Ş�ḩib,37.1844,68.9144
Afghanistan,Ishk�shim,36.7092,71.5739
Afghanistan,Isl�m Qal‘ah,34.6667,61.0667
Afghanistan,Jal�l�b�d,34.4342,70.4478
Afghanistan,Kabul,34.5253,69.1783
Afghanistan,Kandah�r,31.6200,65.7158
Afghanistan,Karukh,34.4922,62.5922
Afghanistan,Khulm,36.6833,67.6833
Afghanistan,Kh�n�b�d,36.6831,69.1636
Afghanistan,Kh�st,33.3331,69.9169
Afghanistan,Kuhs�n,34.6500,61.1667
Afghanistan,Kunduz,36.7286,68.8681
Afghanistan,Kushk,33.2956,61.9522
Afghanistan,K�ṯah-ye ‘As̲h̲r�,34.4492,68.7939
Afghanistan,Lashkar G�h,31.5831,64.3692
Afghanistan,Maz�r-e Sharīf,36.7000,67.1167
Afghanistan,Maīd�n Shahr,34.3972,68.8697
Afghanistan,Maīmanah,35.9333,64.7500
Afghanistan,Maḩmūd-e R�qī,35.0206,69.3306
Afghanistan,Mehtar L�m,34.6683,70.2089
Afghanistan,M�m� Khēl,34.2500,70.0100
Afghanistan,Nīlī,33.7218,66.1302
Afghanistan,Paghm�n,34.5833,68.9500
Afghanistan,Panj�b,34.3833,67.0167
Afghanistan,Pul-e Khumrī,35.9500,68.7000
Afghanistan,Pul-e ‘Alam,33.9808,69.0350
Afghanistan,P�rūn,35.4167,70.9169
Afghanistan,Qal�t,32.1061,66.9069
Afghanistan,Qal‘ah-ye Now,34.9867,63.1292
Afghanistan,Qal‘ah-ye Z�l,37.0150,68.4672
Afghanistan,Qarqīn,37.4128,66.0472
Afghanistan,Sangīn,32.0733,64.8339
Afghanistan,Sar-e Pul,36.2214,65.9278
Afghanistan,Sharan,33.1757,68.7304
Afghanistan,Sheghn�n,37.6167,71.4500
Afghanistan,Shibirgh�n,36.6650,65.7520
Afghanistan,Tarīn K�ṯ,32.6267,65.8733
Afghanistan,Taywarah,33.5100,64.4200
Afghanistan,Tujg,32.0686,61.8058
Afghanistan,T�luq�n,36.7167,69.5167
Afghanistan,Urgūn,32.9006,69.1569
Afghanistan,Zaranj,30.9600,61.8600
Afghanistan,Zarghūn Shahr,32.8500,68.4167
Afghanistan,Zaṟah Sharan,33.1300,68.7800
Afghanistan,Āqchah,36.9114,66.1858
Afghanistan,Ḩukūmatī Baghr�n,33.0669,65.0917
Afghanistan,Ḩukūmatī Gīz�b,33.3813,66.2655
Albania,Bajram Curri,42.3583,20.0761
Albania,Belsh,40.9833,19.8833
Albania,Berat,40.7049,19.9497
Albania,Burrel,41.6083,20.0111
Albania,Buçimas,40.8914,20.6814
Albania,Durrës,41.3133,19.4458
Albania,Elbasan,41.1111,20.0806
Albania,Ersekë,40.3333,20.6833
Albania,Fier,40.7167,19.5500
Albania,Fushë-Krujë,41.4833,19.7167
Albania,Gjirokastër,40.0758,20.1389
Albania,Gramsh,40.8667,20.1833
Albania,Kamëz,41.3833,19.7667
Albania,Kavajë,41.1842,19.5619
Albania,Korçë,40.6167,20.7667
Albania,Krujë,41.5108,19.7925
Albania,Kukës,42.0833,20.4167
Albania,Kuçovë,40.8039,19.9144
Albania,Laç,41.6353,19.7131
Albania,Lezhë,41.7819,19.6444
Albania,Libonik,40.7500,20.7167
Albania,Librazhd,41.1833,20.3167
Albania,Librazhd-Qendër,41.1969,20.3356
Albania,Lushnjë,40.9333,19.7000
Albania,Patos,40.6841,19.6194
Albania,Perondi,40.7789,19.9231
Albania,Peshkopi,41.6833,20.4281
Albania,Pogradec,40.9000,20.6500
Albania,Pukë,42.0500,19.9000
Albania,Përmet,40.2333,20.3500
Albania,Rrëshen,41.7667,19.8833
Albania,Sarandë,39.8770,20.0000
Albania,Shkodër,42.0681,19.5119
Albania,Sukth,41.3833,19.5333
Albania,Tepelenë,40.2965,20.0186
Albania,Tirana,41.3272,19.8186
Albania,Vlorë,40.4500,19.4833
Albania,Çorovodë,40.5042,20.2272
Algeria,Abadla,31.0167,-2.7333
Algeria,Abalessa,22.8900,4.8472
Algeria,Abou el Hassan,36.4167,1.2000
Algeria,Adekar Kebouche,36.6833,4.6667
Algeria,Adrar,27.8667,-0.2833
Algeria,Afir,36.7676,3.7029
Algeria,Aflou,34.1089,2.1019
Algeria,Ahmed Rachedi,36.4000,6.1167
Algeria,Ahmer el ’Aïn,36.4781,2.5639
Algeria,Ain el Hadid,35.0581,0.8833
Algeria,Akabli,26.7086,1.3689
Algeria,Akbou,36.4667,4.5333
Algeria,Algiers,36.7325,3.0872
Algeria,Amalou,36.4778,4.6333
Algeria,Ammi Moussa,35.8667,1.1167
Algeria,Amoucha,36.3833,5.4167
Algeria,Annaba,36.9000,7.7667
Algeria,Aomar,36.5000,3.7667
Algeria,Aougrout,28.7000,0.3167
Algeria,Arbaoun,36.4667,5.6500
Algeria,Arbatache,36.6361,3.3708
Algeria,Arhribs,36.8022,4.3228
Algeria,Arris,35.2500,6.3500
Algeria,Arzew,35.8500,-0.3167
Algeria,Asfour,36.6667,7.9833
Algeria,Assi Bou Nif,35.7000,-0.5000
Algeria,Assi-Ben Okba,35.7294,-0.4658
Algeria,Azazga,36.7453,4.3711
Algeria,Azeffoun,36.9000,4.4167
Algeria,Azzaba,36.7333,7.1000
Algeria,Aïn Bessem,36.2967,3.6700
Algeria,Aïn Beïda,35.7833,7.3833
Algeria,Aïn Defla,36.2652,1.9703
Algeria,Aïn Fakroun,35.9667,6.8667
Algeria,Aïn Feka,35.4333,3.5833
Algeria,Aïn Kechera,36.7483,6.4325
Algeria,Aïn Kercha,35.9167,6.7000
Algeria,Aïn Lechiakh,36.1569,2.4042
Algeria,Aïn M’Lila,36.0361,6.5708
Algeria,Aïn Nouissy,35.8000,0.0500
Algeria,Aïn Oulmene,35.9167,5.3000
Algeria,Aïn Oussera,35.4489,2.9044
Algeria,Aïn Sefra,32.7500,-0.5833
Algeria,Aïn Smara,36.2664,6.4967
Algeria,Aïn Taya,36.7917,3.2889
Algeria,Aïn Tedeles,35.9947,0.2956
Algeria,Aïn Temouchent,35.3000,-1.1333
Algeria,Aïn Touta,35.3833,5.9000
Algeria,Aïn Youcef,35.0500,-1.3667
Algeria,Aïn Zaouïa,36.5500,3.8944
Algeria,Aïn el Bya,35.8167,-0.2833
Algeria,Aïn el Hadjar,36.3333,3.8000
Algeria,Aït Yaïch,36.5811,4.3303
Algeria,Bab Ezzouar,36.7217,3.1853
Algeria,Baba Hassen,36.7000,2.9667
Algeria,Babar,35.1692,7.1013
Algeria,Baghlia,36.8167,3.8500
Algeria,Baraki,36.6667,3.1000
Algeria,Barbacha,36.5667,4.9667
Algeria,Barika,35.3972,5.3658
Algeria,Batna,35.5500,6.1667
Algeria,Bechloul,36.3167,4.0667
Algeria,Bejaïa,36.7511,5.0642
Algeria,Bekkaria,35.3722,8.2422
Algeria,Bel Imour,35.9806,4.8797
Algeria,Belkheir,36.4667,7.4833
Algeria,Bellaa,36.2000,5.8500
Algeria,Ben Chicao,36.1997,2.8486
Algeria,Ben Daoud,35.7192,0.5203
Algeria,Ben Nasseur,33.1108,6.4411
Algeria,Ben N’Choud,36.8622,3.8806
Algeria,Ben ’Aknoûn,36.7500,3.0000
Algeria,Benairia,36.3500,1.3833
Algeria,Benfreha,35.6933,-0.4192
Algeria,Beni Abbès,30.0800,-2.1000
Algeria,Beni Amrane,36.6667,3.5833
Algeria,Beni Douala,36.6167,4.0833
Algeria,Beni Fouda,36.2861,5.6072
Algeria,Beni Haoua,36.5333,1.5667
Algeria,Beni Mered,36.5233,2.8617
Algeria,Beni Ounif,32.0500,-1.2500
Algeria,Beni Rached,36.2806,1.5161
Algeria,Beni Saf,35.3000,-1.3833
Algeria,Beni Slimane,36.2270,3.3060
Algeria,Beni Tamou,36.5333,2.8167
Algeria,Bensekrane,35.0667,-1.2167
Algeria,Benyahia Abderrahmane,36.2333,6.0167
Algeria,Berhoum,35.6500,5.0333
Algeria,Berriane,32.8333,3.7667
Algeria,Berriche,35.9167,7.3833
Algeria,Berrouaghia,36.1333,2.9167
Algeria,Bettioua,35.8000,-0.2667
Algeria,Bir Ben Laabed,36.2175,3.4267
Algeria,Bir Ghbalou,36.2642,3.5836
